,Tweets,Personal_attack
576,@BritanniJohnson Sorry but the fact that she’s saying she would have dropped it had she got an apology screams that it’s absolutely wasn’t rape. No one in their right mind would drop it on the basis of public acknowledgment.,0
577,@KKylekirby @BritanniJohnson I’m lost twitter moves so fast. Who we talking about?,0
578,"@elijahgenicot @astsof Ça ressemble plus à une cage qu'à un zoo... Les zoos en France et en Europe respectent l'environnement des animaux : la Flèche, Beauval, le Pal,Berlin... Et pour subvenir correctement à l'entretien des animaux, il faut d'importantes ressources et sans public, impossible !",0
579,This isn’t ‘cancel culture’ per se but it is undeniably true and one of the worst aspects of the polarized and social-media-mob-driven moment we all now live in.,0
580,"@moonlight1220 @astsof Zoo de Beauval, Marineland d’Antibes, Océarium du Croisic ou parc zoologique de Fréjus… 25 zoos français, sélectionnés au hasard sur les quelque 900 parcs français, ont été passés au peigne fin par la fondation Born Free, spécialisée dans la conservation des espèces sauvages.",0
581,"@mehdirhasan Freidersdorf defended Andy Ngo and his ""hate-crime hoaxes"" theories to me once. He also blocked me when I got angry at him snitch-tagging that notorious far-right figure into the conversation, which caused harassment that led me to abandon that Twitter account.",0
582,"@mehdirhasan That context is deeply relevant. He frequently defends absolutely vile far-right figures and their claims out of some sort of vapid ideological tendency to present ""all sides"" no matter their substantive value. He blocked me when I complained about his behavior too, no less.",1
583,@mehdirhasan I simply can't abide this whenever his voice is given any prominence on issues like this. He actively made me a target for far-right abusers and then blocked me for being angry about his irresponsible behavior. His ideology is flimsier than wet cardboard.,0
584,"I just had to sit through a dinner with my bf where my bf's mother explained that she KNOWS from a judge that 70% of the divorces occur because the FATHERS ARE LET INTO THE DELIVERY ROOM AND CEASE TO REGARD THE WOMAN AS A WOMAN AFTER THE BIRTH Cancel culture, I need you!!",0
585,@reylotrashpiler My Mom always said the best test to see if you're partner is the one is if you both can still look each other in the eye after being sick/drunk. My husband and I got food poisoning on our first date yet we're still going strong,0
586,"@Sewlusciously Haha then we're good, too. First vacation, rota virus... It wasn't good haha",0
587,@reylotrashpiler https://t.co/uY3BHJFCPY,0
588,"@JessiMcmanis Seriously, is your life as a wife and mother is so empty and uneventful that you need to tweet this crap? if you're sexualising a plastic toy then the ones with issues are you and others agreeing with this cancel culture bs",0
589,@LeeFender4 If I see something is f*cked up I WILL say something no matter what jacka** on the internet says not to.,0
590,"@JessiMcmanis and yet here you are, some random woman on twiiter",0
591,@LeeFender4 I’m not seeking people out to bitch at them about shit I know nothing about. You’re mad for me getting an inappropriate child’s toy removed. I’ll just assume you’re a pedophile,0
592,I’m very sad about every bit of this. I hope someday cancel culture and hate culture give way to one compassion culture. “Fighting for peace is like screaming for quiet” - Todd Snider.,0
593,"@Elizabeth_Cook I don't think this is about cancel culture. I'm hoping that he would have been let go for the horrendously poor decision Gibson made, no matter what else is going on.",0
594,@Elizabeth_Cook *Hinson,0
595,"And the Giants won't be playing against the Dodgers. This is moving fast because athletes have some damn sense and realize that the problem is not ""anarchists"" or ""cancel culture"". It's that we live in a broken society where police can kill with impunity.",0
596,@EdgeofSports All it will do is create resentment from half the fans.  Multimillionaires deciding not to play a game isn't groundbreaking or inspiring.,0
597,@Wickedfast7 @EdgeofSports wonder which half you’re a part of,0
598,@KweenPeen @EdgeofSports ✊,0
599,"Sorry guys, but Amber Heard HAS NOT been fired from #Aquaman2. I know a lot of you are gonna be upset by this, but it is good that WarnerMedia isn't getting involved with Cancel Culture. So let me break it all down for you! #DCEU #SnyderCut https://t.co/4wdBTZBJ7P https://t.co/sb46yiB2g6",0
600,"One of the things I want to do more of this year is read more books for fun outside of class because I’ve forgotten how much I enjoy reading. Taking suggestions! Literally anything - politics, culture, fiction, non-fiction, about traveling, women’s empowerment etc.",0
601,"@NewGeneva Me: I'm sad. Them: Repent! Have faith! Pray more. Read more. Do more. Have you repented lately? God is love! How could you be sad when you have so much? It is rare someone simply asks, ""Why?"" This is works religion.",0
602,Animal rights activists declared victory after persuading the makers of Barnum's Animals to drop circus cages from the 116-year-old box design. https://t.co/ABaLHjiIA4,0
603,"@RipUpTheEnding @Tim05482765 @iblamemisha @WickedNerdAngel @SaltAndSlowBurn @mishacollins @SenatorCollins “Because it’s immoral, ok?” “Because all laws should be based off of religion, ok?” “Because what /I/ believe matters more than others, ok?”",0
604,@cmoo11_ If you've read Nabokov's Lolita then Reading Lolita in Tehran is a fantastic choice. Also couldn't speak more highly of the two books I reviewed for the site this year! (Satanic Verses/ Kill All Normies),0
605,CA federal judge: “The court agrees with Mr. Trump’s argument because the tweet in question constitutes ‘rhetorical hyperbole’ normally associated with politics &amp; public discourse in the US. The First Amendment protects this type of rhetorical statement.” https://t.co/XmtD0B5jr8,0
606,"@KatMcKinley @ChelseaClinton Not everyone in this nation is Christian, nor is this a nation based on a single religion. To restrict abortion simply because your faith says it's wrong can and does infringe on the rights of someone whose faith is different.",0
607,"@ybawife @stonewalluk @LGBTIScotland @tiecampaign @parislees @christineburns You seem to not understand the difference between sex and gender. Read Kate Millett, a book called Sexual Politics",0
608,"This is a post on the Horrific and Henious, Asha Nagar case, Kandivali East. This case has now also reached to a few newspapers which show the brutal act done by a human being on an innocent mother. #AnimalRescue #AnimalRights #mother #pups #maa #ngo #donate #donateforanimals https://t.co/kilyUB9SZ4",0
609,"Check out the weasel wording from @ScottMorrisonMP #wordsmatter ""Every Australian deserves to have great confidence.."" Not 'Every Australian deserves great aged care...' From asylum seekers to social security and religion It's always been a 'confidence trick'. #AgedCareRC #auspol",0
610,"@EmilyCompagno Sure hope she is not using the Bum Lawyer as her Pimp, she is going to need every dollar she can hustle. What a vile, vulgar, disgusting human this woman is. Actually she is a waste of human flesh!",1
611,If anyone wants to understand what is going on with American politics watch this @benshapiro podcast every day and soon u will be a genius https://t.co/nWJ5nQ127g,0
612,@myserenity69 I know. Hopefully things will change for the better in November.  https://t.co/qxzgcEXFym,0
613,La nueva religión del FIFA 19. https://t.co/yglCkS3w7Y,0
614,@AnimalMumbai Hope they shove a rod up him.,1
615,"@mercifuln8 @MamaMac_ @adinaINdc @A__Stout @SarahSm39566870 @sorexist @ThesouthernOz @1_TMF_ @Magicevomonkey @chilover20 @bob_hound @coelleen @petey_schwartz @DrWrunakas @nescientswot @jeangilhaus @DanMac2018 @JohnDeSalvo10 @RorySRussell @DeBarthej @Dracalous @TakeThatDarwin @____Roar____ @JWeismonger @Melissa62263619 @Kswan90805546 @gl0balistAg3nda @054durin @Schmoop0521 @FossilBeBare @harricayame @AndyGriff @OutlawedMind @RobMill68247837 @shinyblue17 @SParsaid @lovinlearnin @kingx048 @ShaunHamilton1 @AJCarr17 @theTravisCotton @FreemarketAnarc @alllibertynews @MarkB18821332 @Robbery1979 @Armyheroin @DMR4USSenateCA @theadiarora @nwnc5th @realDonaldTrump To be honest, there seem to be two cults active in US politics right now: the one where Trump can do no wrong, &amp; the other where Trump can do no right.",0
616,Politics ruined social media.,0
617,@SoyFan10 La reta tío,0
618,Diecimila #vegan si radunano a Londra. Brividi. Forse l’umanita’ e soprattutto gli #Animali hanno ancora qualche piccola speranza. #AnimaliLiberi #GoVegan #AnimalRights,0
619,"Lesson 1: All religions, faiths and community's have story's of a global flood. WHY is this important? What do those stories say about what happened, who it happened to and when? Frisland? Ancient maps obsolete? Where was is, water wasn't. https://t.co/wbuipeUObb",0
620,"“It is essential that we have platforms where we can discuss our politics, our challenges, and our culture through our respective lenses,” @angela_rye https://t.co/ZWIChy1s2m",0
